employee_id,department,salary,performance_score,attrition_flag,joining_date,location,manager_id
EMP-QG7XRU3J,Engg,119744.16,2.84,0,2018-05-06,Boston,MGR-WYTQ34RK
EMP-8ESDWH83,legal,81266.72,4.41,0,2019-11-11,Seattle,MGR-50BHO3XZ
EMP-X09UG4HR,sales,63887.63,2.64,1,2020-04-26,Seattle,MGR-YDCY1B8P
EMP-C40IRG29,sales,110431.82,3.4,1,2018-04-23,DENVER,MGR-JIOU2H3G
EMP-0236QK3Q,Accounts,84770.36,3.83,1,2018-01-24,Austin,MGR-316IX5T0
EMP-AF6BLBV0,Finance,97400.53,2.91,0,2019-11-18,NEW YORK,MGR-IEASNLL3
EMP-T7JHDSZW,OPERATIONS,66441.0,2.98,1,2018-01-19,new york,MGR-PE28WB4W
EMP-8DITWPLA,sales,75698.72,4.12,0,2018-11-27,Remote,MGR-V3L7ADCX
EMP-CDQZ47V6,technology,120381.74,3.59,0,2019-08-05,San Francisco,MGR-73D31P6K
EMP-ZC21UNC7,Sales,73585.04,4.4,0,2021-02-17,New York,MGR-4QXMUCZZ
EMP-5H6VSB4S,sales,,3.42,1,2021-08-23,Denver,MGR-4CDVPPDU
EMP-3HKYZ1QW,mktg,47396.88,2.26,1,2022-09-17,Seattle,MGR-UDUY5I0D
EMP-5KWIQ7ZF,technology,84896.34,3.39,0,2020-02-23,New york,MGR-XFB15Z00
EMP-634IAWG8,FINANCE,368329.4519333366,2.84,0,2019-01-10,New York,MGR-20FB4P9F
EMP-GH5CVTN9,technology,134027.43,2.14,1,2020-08-14,New York,MGR-0PVW6KH7
EMP-7I5YBOJP,operations,51020.77,3.53,1,2018-04-14,New York,MGR-FHU9U8YS
EMP-XLSDXJF3,sales,524224.1999404315,2.38,0,2022-01-31,San Francisco,MGR-ZHDD49H0
EMP-VEDQFC1Y,sales,66932.39,3.26,0,2023-02-14,New York,MGR-H4OD2ND6
EMP-H944KXSC,Ops,46804.82,3.99,1,2019-04-03,Remote,MGR-25NHBVOK
EMP-IX612MKC,marketing,92795.29,,0,2018-11-05,New York,MGR-SMDPZSS8
EMP-B7V5G2L3,Engineering,129606.78,3.71,0,2019-12-15,Denver,MGR-BO3V3Q37
EMP-L2PWH6RZ,OPERATIONS,68011.63,3.72,0,2020-07-14,Remote,MGR-DE8XE7LJ
EMP-E0IPCT6C,product,126180.28,2.9,1,2020-01-28,Denver,MGR-H9PQRFME
EMP-RJIGLG08,MARKETING,69196.01,4.08,1,2021-11-15,Seattle,MGR-Z06QW64A
EMP-UGWJXYZT,hr,51647.87,3.53,1,2019-08-31,NeW YoRk,MGR-9PF3NRNL
EMP-04M1MX46,operations,44178.78,4.33,0,2020-08-14,san francisco,MGR-HQLH1LHN
EMP-13TYGHEK,Human Resources,85010.54,3.12,1,2022-05-26,San Francisco,MGR-1EN18X3L
EMP-OP60QW1E,Ops,74773.6,4.69,0,2018-01-28,Austin,MGR-57V5AWZS
EMP-CJ19SHQ8,sales,73814.16,,0,2021-03-02,Denver,MGR-RBPWEL6B
EMP-C9T5AHC0,human resources,61334.08,4.02,0,2018-08-28,Chicago,MGR-KO1J4Q3O
EMP-HGZ02JXX,Ops,64464.82,3.68,0,2020-06-13,Austin,MGR-DU9YFR1G
EMP-F66X7VJ1,Tech,114484.04,4.24,0,2022-04-16,Remote,MGR-M5BWK5ZT
EMP-5F0H74IS,finance,111612.96,4.47,0,2018-06-04,New York,MGR-M14IL5A1
EMP-ID2YM81Z,Sales Team,109678.97,3.28,1,2020-01-02,Austin,MGR-KW33EDFY
EMP-F146KOQN,finance,78048.87,4.38,0,2018-03-02,Austin,MGR-SIX0TYRM
EMP-RK5VTE0U,technology,77549.62,3.27,0,2021-06-08,Denver,MGR-35IU56H6
EMP-YQ8L8BJX,Mktg,54014.7,4.44,0,2021-02-02,San Francisco,MGR-VVRFFAVN
EMP-O5CKMTB8,Engineering,122724.93,3.61,0,2021-02-15,Chicago,MGR-15Y4WQQR
EMP-UG82Z8EX,Product,119104.36,3.85,0,2019-10-03,Chicago,MGR-BX7X99D5
EMP-38LUK3P1,Engineering,124162.2,3.04,0,2021-08-17,Remote,
EMP-BW3EFC6R,Sales Team,466390.8782582385,3.76,0,2021-08-29,Remote,MGR-8YIM93AB
EMP-IFKATV82,SALES,81031.32,3.17,1,2022-05-10,Remote,MGR-BX7X99D5
EMP-B05Q13EQ,Engg,102387.77,4.35,0,2021-03-03,Seattle,MGR-FY7T5F8K
EMP-4ZRRP52I,marketing,81490.0,3.57,0,2018-03-23,New York,
EMP-9JREHMIQ,engineering,123755.08,3.21,1,2019-02-20,AUSTIN,MGR-SQHGAZQ8
EMP-ER45VGED,Finance,60416.61,3.94,0,2021-01-31,Boston,MGR-F0GHKJJM
EMP-I8SVET4G,Mktg,71157.18,,0,2020-08-11,Chicago,MGR-VSGXQDUF
EMP-JYR1UE1Y,Mktg,68037.52,3.76,1,2021-01-06,New York,MGR-MRWICRP3
EMP-WZ6O98Z2,OPERATIONS,50951.3,3.12,0,2022-05-05,Remote,MGR-8WW40MT0
EMP-E6ZSXGJT,sales team,207058.56913856685,4.12,0,2019-02-27,Chicago,MGR-0J9PBWMP
EMP-HQBQLPF5,SALES,67646.1,4.16,0,2023-01-29,San Francisco,MGR-OKI1TC42
EMP-RENUUU5X,finance,73706.05,4.52,0,2019-07-19,seattle,MGR-5VCPR0O4
EMP-60DBLF8B,technology,123910.03,3.23,0,2020-04-30,Chicago,MGR-6XYEO21P
EMP-I9MYUQ99,ENGINEERING,,4.6,0,2021-01-25,Seattle,MGR-BAACOU0O
EMP-DL2KOVE5,Sales Team,97660.63,4.45,0,2018-10-10,San Francisco,MGR-IO4OQD4R
EMP-PATZ7BYK,engineering,,3.57,1,2021-07-10,San Francisco,MGR-KAKE1Z0R
EMP-0NLW7VD8,Sales Team,81241.77,3.93,0,2022-09-06,Austin,MGR-P7BBHJ31
EMP-CD8A2IBC,SALES,51179.56,3.95,0,2018-10-09,Boston,MGR-URJ6SEAC
EMP-8B81USWR,Engineering,177193.19,,0,2021-06-13,Chicago,MGR-4CG2R0NI
EMP-SL6H20V9,H R,41624.03,3.11,0,2020-10-19,New York,MGR-XIIKYEIT
EMP-KCIHDIY4,H R,54768.71,3.81,0,2019-06-11,Austin,MGR-KKG327Q2
EMP-CE3SKSO6,ENGINEERING,152360.6,3.03,1,2018-05-26,Chicago,MGR-Y1QGOURA
EMP-TYTUNYPI,Marketing,69392.61,3.3,0,2022-07-31,New York,MGR-W0H5HJ72
EMP-S71NT3YU,technology,127663.64,3.27,0,2018-09-29,Seattle,MGR-9E2IJ02H
EMP-YYYBWFRS,finance,65311.65,3.74,0,2019-07-11,Remote,MGR-J8BTIF9V
EMP-WOIQ45SO,ENGINEERING,113422.7,4.57,0,2018-03-15,Austin,MGR-YI4TG87J
EMP-O9GF5RXE,H R,48224.92,3.19,1,2018-03-09,Austin,MGR-O5NIS65N
EMP-KLNOLBA0,technology,114041.01,4.7,0,2018-12-12,Austin,MGR-I5ZJJ3DM
EMP-YO3SGFSU,sales team,147334.38,3.54,0,2019-04-05,Denver,MGR-4RTFWDCX
EMP-V1301J8F,SALES,118977.98,4.91,0,2020-10-23,NEW YORK,MGR-B9U8CGRW
EMP-1VLHE29K,Sales,59549.09,3.56,0,2018-02-23,Austin,MGR-8ADSDQXM
EMP-X9D20GT5,Accounts,102912.82,4.88,0,2020-01-15,New York,MGR-823GOK20
EMP-SF7FAPWZ,engineering,157889.58,3.99,0,2023-12-28,New York,MGR-SBQRJPXA
EMP-HF9UFNYO,technology,140955.77,3.28,0,2022-01-24,Austin,MGR-Y6G0VFOI
EMP-VE1KJ9IO,Accounts,89519.38,2.85,0,2023-01-10,Chicago,MGR-77JYP1NQ
EMP-CUNBDZCF,Accounts,67848.72,,0,2020-11-09,Boston,MGR-49O8VSWS
EMP-JADRXTVD,Sales,68910.07,4.32,0,2019-11-08,Austin,
EMP-87A2Y3DP,Sales,83726.05,3.53,0,2018-02-10,New York,MGR-P9E3EJTA
EMP-LSJWS1ZL,sales,93638.26,3.23,1,2022-01-03,Chicago,MGR-LJH1FRX9
EMP-4MUYOWSH,SALES,43084.67,4.37,0,2022-08-17,Boston,MGR-W749SETW
EMP-1R54ED6L,Operations,59122.58,4.05,0,2020-03-22,San Francisco,MGR-MFEKSENE
EMP-58SCQTRY,Legal,66776.73,3.31,1,2019-03-20,New York,MGR-QHKU5TPT
EMP-3NSUPD14,Accounts,81582.9,2.27,1,2018-10-06,Austin,MGR-AH1S6R9E
EMP-O2ATZ4C3,engineering,112231.47,3.68,1,2018-03-23,Chicago,MGR-HKG2VKEV
EMP-R38U4S7W,Sales,89056.7,3.04,1,2018-01-15,remoTE,MGR-QCLDAFYM
EMP-V72IQEZN,Marketing,56853.95,2.17,1,2018-07-13,NEW YORK,MGR-QNYP4IF7
EMP-FEGCXY13,Tech,130351.76,3.85,0,2021-06-19,Seattle,MGR-91O6AONO
EMP-JE9HH5GY,Accounts,120744.07,2.24,1,2019-02-02,NeW YOrK,MGR-9R8OR6NE
EMP-YWCYBO1Y,operations,63127.5,4.01,0,2019-03-03,San Francisco,
EMP-E5EXQ0CO,Sales,,2.99,0,2022-02-10,Boston,MGR-MS2VLAT4
EMP-FAZLOHSP,mktg,98413.0,4.19,0,2022-03-20,Seattle,MGR-TWXY5FRK
EMP-FQZ24BEY,MARKETING,57371.57,3.85,0,2018-03-14,New York,MGR-N6RY37I9
EMP-FSJU0LQ1,Engineering,88776.78,2.99,0,2019-08-17,San Francisco,MGR-20FB4P9F
EMP-O22ZJ719,engineering,95708.55,4.19,0,2022-05-08,AusTIn,MGR-EW4V8O8W
EMP-ZGZX1YFH,H.R.,99615.7,3.49,0,2019-05-14,San Francisco,MGR-OH9MOVT6
EMP-7AZM41MF,Engineering,121690.02,3.64,0,2022-01-20,Austin,MGR-RZKYVMYJ
EMP-XJQTVM2I,Product Management,69286.72,3.39,0,2018-10-06,Boston,MGR-3V541057
EMP-FWTV1DJJ,SALES,106544.97,3.55,0,2018-02-18,Chicago,MGR-JIUBVDEI
EMP-S5THU4TG,Legal,103616.58,3.92,0,2022-05-09,New York,MGR-Q6KGQ3IM
EMP-V47LZN9U,sales,346704.1176322172,1.74,1,2021-07-07,dEnvEr,MGR-CDVL9E65
EMP-4J1WJBD4,Operations,,3.62,0,2018-11-11,Boston,MGR-I7AV4OYL
EMP-SBJLVY6L,Mktg,74213.88,2.61,0,2019-09-20,Chicago,MGR-WJPEM88I
EMP-ZENK5Z3G,sales,,3.55,0,2018-06-21,Remote,MGR-CRU7EHHD
EMP-R5DBDXBD,Operations,65337.15,4.51,0,2018-12-16,sEATtLE,MGR-84PX9BHJ
EMP-OMZBFO7N,Tech,81753.37,3.98,1,2018-10-12,Austin,MGR-J1CBWNX0
EMP-WUEYREHK,sales,58442.83,2.85,0,2021-12-06,New York,MGR-F6QT7T65
EMP-IHM7X1HX,sales,,3.82,1,2021-11-04,Boston,MGR-84PX9BHJ
EMP-G4QLV724,SALES,53690.91,4.33,0,2020-05-12,San Francisco,MGR-8WPCGMFK
EMP-SWYXZVC5,sales,80706.14,3.72,0,2020-10-03,New York,MGR-K42N0D4N
EMP-T1AZLUKJ,ENGINEERING,180239.93,3.3,0,2018-01-15,San Francisco,MGR-ZXOFQ23E
EMP-DYM59WGG,ENGINEERING,99606.6,3.83,0,2018-07-26,New York,MGR-G9ZOJ42Z
EMP-7A2LN7XH,sales team,89876.63,4.27,0,2020-01-18,Boston,MGR-P5K1Z7GX
EMP-JDY3FKXN,Compliance,86526.78,2.75,0,2021-09-15,New York,MGR-8NSDUATL
EMP-Y60P0HZW,ENGINEERING,123615.01,,0,2019-07-16,Denver,MGR-VNGDR5H5
EMP-VOQDXFH5,marketing,64196.02,3.0,1,2018-08-13,Chicago,MGR-KQZV5AOS
EMP-Y6DM5NVA,Tech,147592.02,4.58,0,2022-10-15,New York,MGR-Y6G0VFOI
EMP-J5B374LK,accounts,85159.54,2.18,1,2020-08-19,Chicago,
EMP-DO4CDTBJ,H R,49682.94,3.24,0,2022-02-11,Denver,MGR-XKVAP4Y9
EMP-6TYVQ0UF,Human Resources,58314.24,3.34,0,2018-09-01,Chicago,MGR-Y27A24LO
EMP-I340SQCN,H.R.,74344.87,,0,2020-01-28,Denver,MGR-TF3J64K2
EMP-IS380FCA,mktg,113641.21,3.97,0,2020-03-23,Seattle,MGR-SBQRJPXA
EMP-M4595RNP,SALES,77956.28,3.66,0,2018-03-09,Boston,MGR-XMENUQC4
EMP-KXKSENZN,engineering,171426.53,4.33,0,2018-03-29,Austin,MGR-T9HCG2B7
EMP-8DSS13VJ,sales team,,3.57,0,2020-01-16,Austin,MGR-YS2TLXMZ
EMP-MS8SHRDJ,ENGINEERING,230340.6,2.87,0,2020-06-26,San Francisco,MGR-MTAGSBD6
EMP-D6KU3P88,technology,120666.38,,1,2020-06-09,NEW YORK,MGR-HQYVQO8N
EMP-R8EG6RLT,H.R.,70700.16,2.18,0,2020-06-04,ReMoTe,MGR-PUXSPGKM
EMP-KQZ1YQMB,human resources,71188.75,3.38,0,2021-07-25,New York,MGR-LN8D2BL9
EMP-HQUBIQJ6,Operations,38285.02,2.66,1,2018-11-14,Remote,MGR-U9I4EH2P
EMP-2YC5UB6L,Engineering,112925.07,4.53,0,2020-02-12,Denver,MGR-0EGD0XPA
EMP-APWW8H5I,Sales,72038.9,2.47,1,2019-12-08,Chicago,MGR-X2NE7VLV
EMP-I38DYW9B,Engineering,141345.94,2.8,1,2018-12-16,Remote,MGR-AYUBDLPY
EMP-BAEB4KR7,sales team,,4.25,0,2023-07-19,Austin,MGR-MZD5TA1W
EMP-F8YFTM6C,OPERATIONS,64551.65,3.56,1,2020-06-10,New York,MGR-8F3Q1RC7
EMP-1E6U4GN9,SALES,119458.24,3.6,1,2018-01-26,Denver,MGR-42B7M4I8
EMP-NZTAHY8O,H.R.,54245.26,3.45,0,2021-04-17,San francisco,MGR-OJ64BNV3
EMP-WA50F53I,Tech,107496.07,3.63,0,2020-03-28,Remote,MGR-9LPBREY9
EMP-W7ZNCIJ2,SALES,63993.88,4.35,0,2018-03-19,Chicago,MGR-Y2S80LCB
EMP-DP63QWBM,human resources,44280.91,2.81,0,2019-05-12,San Francisco,MGR-1JYO082L
EMP-NJTULR7Z,Sales,83448.86,3.59,0,2021-01-28,Denver,MGR-J2LBTT3R
EMP-EUUWB5SP,H R,61309.16,3.82,0,2018-07-24,CHICAGO,MGR-G9LYMXXF
EMP-P7DF4YYK,mktg,72634.92,4.41,0,2020-06-21,san francisco,MGR-YUGYIYQY
EMP-K37E4EY9,finance,99983.11,,1,2019-10-18,San Francisco,MGR-89BJXHTR
EMP-PK4NYFA9,finance,92494.01,3.42,0,2018-04-06,Chicago,MGR-9BHSDDC0
EMP-99M2KKTB,Operations,48652.32,3.64,0,2020-10-31,Denver,MGR-MW71SAHI
EMP-ZQHBQIQI,ops,46904.24,3.51,0,2022-04-27,REMOTE,MGR-23EGA0UX
EMP-NTWQVU9O,Accounts,104079.28,4.02,0,2020-02-02,Seattle,MGR-NCRVQYPX
EMP-6JC1F52R,operations,46714.76,3.33,0,2021-04-07,Seattle,MGR-B76B1VM3
EMP-IEJ51IL7,marketing,100439.45,3.17,0,2019-03-31,San Francisco,MGR-4IS7EFFP
EMP-MXT7E818,Tech,,2.81,0,2020-07-14,San Francisco,
EMP-7EGPNNHN,FINANCE,83619.68,4.06,0,2018-10-18,AuStIn,MGR-NUH67K9L
EMP-U57BQ0U7,OPERATIONS,74894.67,3.07,0,2022-09-14,new york,MGR-CNVWGZL3
EMP-DFW2V2AN,sales team,86464.09,3.31,0,2019-04-13,New York,MGR-YR2FTXUD
EMP-B0NFOA6J,ops,51741.57,4.57,0,2020-03-09,Chicago,MGR-UWAKTMGP
EMP-32J60V4N,sales,75960.73,3.03,0,2022-09-08,Austin,MGR-HCVLCRLQ
EMP-F0GB613W,sales,77989.13,4.5,0,2019-02-13,seaTtle,MGR-WRD7LJC7
EMP-QODSU9F1,mktg,72639.21,3.34,0,2018-06-02,San Francisco,MGR-GMPDH3QC
EMP-NE1YBMZP,Product,163325.45,3.7,0,2023-04-24,Chicago,MGR-RIYOLX2D
EMP-FM4TRSE9,ENGINEERING,138951.15,4.54,0,2019-07-21,Seattle,MGR-ZUTAVJRU
EMP-6ZJGUB6X,MARKETING,,3.33,0,2021-01-07,AuStIn,MGR-UZYJR76M
EMP-NAAUEHS2,sales,55278.53,4.55,0,2020-01-20,NeW YOrK,MGR-I5ZJJ3DM
EMP-X0ZJ7IZV,Product Management,128865.27,4.32,0,2019-06-18,Remote,MGR-CS0XZCOX
EMP-423HELSU,sales team,76245.16,4.91,0,2020-12-09,Chicago,MGR-ZI6T5RNO
EMP-DAQPMBN3,operations,90737.7,4.02,0,2018-08-14,Denver,MGR-36PG7J5W
EMP-488F3DYS,Engg,115430.9,4.24,0,2020-08-18,Denver,MGR-ZXOFQ23E
EMP-ZQ7XBH5J,Sales Team,72134.75,4.64,0,2018-03-17,Austin,MGR-40M8TI2R
EMP-WWRYKGZ6,Sales Team,73570.17,3.39,0,2018-11-29,San Francisco,MGR-ESUBR99P
EMP-NBS5XRGA,H R,70680.82,3.68,0,2022-07-04,Seattle,MGR-XOSROZ6R
EMP-KNU0ZTUG,human resources,70119.07,3.06,1,2019-06-17,San Francisco,MGR-DGHNDP6Z
EMP-GDVNCYFC,product,85142.51,2.75,0,2022-01-31,New York,MGR-ODCU5O0Q
EMP-1WURNWLZ,H R,54126.86,3.12,0,2018-08-29,New York,MGR-F0GHKJJM
EMP-KJWS3R4E,mktg,84062.83,2.44,1,2019-06-04,Denver,MGR-T8R0IFEJ
EMP-9YUD2XD3,Operations,66926.77,2.85,0,2021-12-13,NEW YORK,MGR-OR473OP7
EMP-YD7I1D7X,Compliance,133873.05,4.23,0,2019-07-01,Chicago,
EMP-6OOH1XAW,technology,770794.463877184,,0,2021-03-31,New York,MGR-EO4SNSI8
EMP-EBGPVYFS,SALES,,,0,2022-09-26,Remote,MGR-OO4X40Z1
EMP-QIFUFI9J,PRODUCT,,2.67,0,2020-10-31,Chicago,MGR-MFEKSENE
EMP-BO7B2YFR,PRODUCT,92254.32,2.81,0,2020-10-09,New York,MGR-X8OZ8XPP
EMP-NRC3ZKT4,sales,98437.3,3.25,0,2021-05-18,Remote,MGR-R9K4PQKS
EMP-LPY2X0J9,marketing,52260.36,4.86,0,2020-04-24,San Francisco,MGR-ZHDD49H0
EMP-77NXDT7U,Sales Team,73867.03,4.36,0,2018-06-12,Seattle,MGR-1UM1G9A8
EMP-91VHSGZQ,Sales,91846.95,4.5,0,2020-01-09,San Francisco,MGR-I5ZJJ3DM
EMP-737XRNRM,Ops,84645.78,4.77,0,2020-05-28,Remote,
EMP-6I26UNFK,Engg,81948.28,3.9,0,2018-04-14,Boston,MGR-998SRZ3D
EMP-GASGK783,accounts,132117.59,3.98,0,2020-05-02,new york,MGR-S0TD217N
EMP-C3TGLQKB,Tech,167810.54,,1,2019-07-03,Chicago,MGR-N8JKG0OX
EMP-BQ56E31E,technology,122690.96,4.14,0,2018-10-13,Boston,MGR-QOE9UZX3
EMP-UX5PGEM9,H R,49654.98,2.34,0,2018-11-08,Chicago,MGR-8DTH2Y1R
EMP-Z46T0RKQ,Engg,171959.11,3.45,0,2020-06-02,New York,MGR-NP9IVD5O
EMP-GVSPJ0LX,sales,47076.42,3.29,0,2021-07-13,Seattle,MGR-W7JTSPIX
EMP-43RD16NJ,Engineering,147522.89,3.5,0,2022-11-15,San Francisco,MGR-J1OKTSF8
EMP-X502UPVS,SALES,68155.61,3.62,0,2020-08-30,NeW YoRk,MGR-RYGP8ARC
EMP-WM9LICYA,sales,68919.66,3.06,1,2020-03-07,Austin,MGR-QTG33JQ9
EMP-DPOKDOM3,technology,190443.65,4.44,0,2018-10-31,New York,MGR-69HOSX8Z
EMP-XD6TU0JO,finance,97890.35,3.69,0,2020-03-02,Austin,MGR-WYTQ34RK
EMP-FZ9DT2MD,legal,71018.11,3.78,0,2019-09-10,San Francisco,MGR-91O6AONO
EMP-0T5IY394,sales team,56464.3,4.39,0,2021-04-07,Remote,
EMP-4D7WU6S6,engineering,155648.05,4.0,0,2019-10-01,Denver,MGR-TOHIZP5I
EMP-7YVL5BT6,finance,106158.36,4.2,0,2020-03-28,New York,MGR-IZ3TCWYP
EMP-FUOJJFAF,ops,65985.08,4.15,0,2019-02-10,Remote,MGR-1KKQWQFS
EMP-W2OXENFR,PRODUCT,96018.73,4.56,0,2020-10-05,New York,MGR-YSO0WP8X
EMP-2080X1AU,sales,78641.54,4.48,0,2018-08-22,Denver,MGR-5CNI7E1J
EMP-680IUGA4,Ops,75266.91,2.86,0,2019-09-02,Austin,MGR-34DHHZNG
EMP-N03Y3PAW,Sales,79963.42,4.3,0,2019-06-04,New York,MGR-PT5INUKJ
EMP-TRJKLUMC,ENGINEERING,159181.19,2.82,1,2023-06-03,Boston,MGR-M6ZXOYAJ
EMP-RYBCN78H,Marketing,41239.86,2.87,0,2020-02-27,Chicago,MGR-E5AYTFAD
EMP-B8H7CYQB,engineering,153776.28,3.25,0,2020-09-13,New york,MGR-T7Z4RPKJ
EMP-XIPE46IV,sales team,403386.7379108853,2.58,1,2023-03-19,Remote,MGR-2PCK4PXH
EMP-XLFET3K2,Compliance,118990.5,4.4,0,2018-08-02,Boston,MGR-W1CF12PZ
EMP-JGSE89YT,human resources,49671.12,4.14,0,2019-04-26,Seattle,MGR-G5BWPI25
EMP-NSNGBC1Z,Sales Team,120343.71,2.05,0,2018-04-27,San Francisco,MGR-1K8D121B
EMP-UDX1ZFMQ,Sales Team,86162.06,3.7,0,2018-01-23,Austin,MGR-Q7UA7C8I
EMP-DX87N6C0,operations,46427.7,2.66,0,2022-02-20,Austin,MGR-1RG3BBXF
EMP-CW3Z2798,Sales Team,89954.86,4.31,0,2018-12-06,New York,MGR-VM1FKNR9
EMP-CSVXFORD,marketing,97421.18,3.09,0,2021-10-26,Remote,MGR-1M3813N8
EMP-ZDKKQAHS,operations,75794.37,3.5,0,2021-02-03,San Francisco,MGR-P9E3EJTA
EMP-ATK10PJE,MARKETING,55894.71,3.0,0,2021-11-30,San Francisco,MGR-VM1FKNR9
EMP-KJE8JN8U,Finance,,4.07,0,2018-05-06,Chicago,MGR-AEZ0LBRI
EMP-GYIW59OD,Mktg,139758.08,2.15,1,2018-02-19,Chicago,MGR-T88147MQ
EMP-D7Z0C5TG,Engg,131656.44,4.77,0,2019-12-21,New York,MGR-W4V6RH3M
EMP-POGZTJVW,Mktg,76657.25,3.79,0,2018-04-15,Denver,MGR-Q7UA7C8I
EMP-5OZ8BULO,Engg,90299.32,4.64,0,2018-12-25,REMOTE,MGR-OQR8ST2J
EMP-OJWXUQ9W,technology,128840.11,4.14,0,2019-10-24,San Francisco,MGR-QKIXQ0Y9
EMP-YEKZYZ7W,Ops,82741.09,3.04,0,2023-06-18,New York,MGR-8JB2MGMC
EMP-5EQ44VTU,Sales,46014.22,3.44,0,2023-02-14,San Francisco,MGR-9BDZHI35
EMP-NULIBTT9,H.R.,39469.12,3.89,0,2018-02-12,Remote,MGR-RYGP8ARC
EMP-45CDGVXZ,Operations,67586.67,3.13,0,2018-06-27,Denver,MGR-O032LB93
EMP-MXT7E818,Tech,,2.81,0,2020-07-14,San Francisco,
EMP-TRVXOI41,ENGINEERING,147488.16,3.21,0,2023-01-17,Remote,MGR-T0BX7RBK
EMP-THM4KT6O,SALES,122457.52,,0,2023-05-12,Boston,MGR-7LVA4SGK
EMP-RSHNXAID,hr,65394.95,3.73,0,2020-04-29,New York,MGR-HAJMIQIJ
EMP-G85S9ASJ,Mktg,63142.17,2.98,0,2023-01-03,CHICAGO,MGR-44KI4LOC
EMP-83142PUJ,Accounts,102418.42,3.0,1,2018-12-19,Chicago,MGR-WJUAXWE7
EMP-3TFSK2GI,Engg,150672.77,3.75,0,2019-02-17,New York,MGR-MAW6QA2Z
EMP-KLUF28GA,Marketing,73837.2,,0,2020-10-25,San Francisco,MGR-9E2IJ02H
EMP-3VO0EN9U,mktg,109570.17,4.68,0,2019-09-20,Denver,MGR-ZR398L1Q
EMP-GCWT09VF,Sales,107569.02,3.89,0,2022-06-22,Boston,MGR-H2AUVLT3
EMP-CWJB5C5X,Sales,80293.32,4.25,0,2021-04-28,Seattle,MGR-2WS2VDE8
EMP-541OO5VY,Marketing,119589.75,,1,2018-03-09,San Francisco,MGR-4AGRX95F
EMP-EVCVP6TF,sales,66674.32,3.66,0,2018-02-11,Austin,MGR-KONP32EH
EMP-KVB2HQBW,legal,95002.17,,1,2021-10-11,Chicago,MGR-O1WEKW1K
EMP-CMW0KAV0,compliance,,4.12,0,2018-01-27,San Francisco,MGR-KXRU850O
EMP-F346ZSSJ,MARKETING,80057.37,4.53,0,2022-10-23,New York,MGR-SMC45EZ6
EMP-GTHC3VNQ,PM,137135.33,3.47,0,2019-11-27,San Francisco,MGR-09C11KX2
EMP-OAV0PBW2,technology,151429.46,3.96,0,2018-06-25,Boston,MGR-I9MCXIQ4
EMP-7Y6RO7DE,technology,110186.41,3.64,0,2020-07-06,Seattle,MGR-EVB51WE2
EMP-UZLN25DX,sales,56341.11,4.33,0,2018-03-13,Boston,MGR-RGGCMHJ9
EMP-7CUWB3ES,Finance,94223.84,3.45,0,2021-11-03,Denver,MGR-18DZ3NZN
EMP-PDZV28FH,SALES,62495.71,3.83,0,2020-05-06,Boston,MGR-E6Q3Y35B
EMP-PNNLO0HH,HR,76358.92,4.2,0,2019-07-15,Remote,MGR-FW31A567
EMP-MWNMJ0SI,product,132271.25,,0,2018-11-12,San Francisco,MGR-SK7D9H92
EMP-301SNU5S,Sales Team,65699.15,3.72,0,2020-06-11,New York,MGR-MLHT9EYR
EMP-FX536PH4,HR,45889.46,,0,2019-12-01,CHICAGO,MGR-T7Z4RPKJ
EMP-OA9LCPRP,accounts,,3.7,0,2018-10-15,Denver,MGR-XCUBYP18
EMP-4II7VXTR,Sales Team,78861.58,,1,2021-09-17,Denver,MGR-2VU4LYY3
EMP-YO653DYJ,legal,,3.24,0,2018-04-03,San Francisco,MGR-3F4QSFB3
EMP-BWLWM5JL,Product Management,147580.12,3.39,0,2019-08-23,NEW YORK,MGR-RZ8JPM9Q
EMP-6UMH4GBL,Engg,214874.37,4.29,0,2020-10-05,Chicago,MGR-G2KOD13B
EMP-W2HFH1UK,HR,58604.45,4.61,0,2018-02-20,San Francisco,MGR-HNTA6XWF
EMP-M2L1D5VF,Engineering,104865.47,4.09,0,2021-02-15,San Francisco,MGR-ED33DAIA
EMP-Z4JQI55J,compliance,,3.14,0,2022-05-26,Austin,MGR-N4IQAQ17
EMP-FMUEHG83,Product Management,90193.35,3.39,1,2020-08-07,Chicago,MGR-31PJCOY9
EMP-K86QNG8D,Engg,210890.36,1.7,1,2019-09-24,ReMoTe,MGR-HI6PBDQE
EMP-5TKUQ5IA,Accounts,75777.96,4.18,0,2022-05-04,New York,MGR-MDZ0WNUL
EMP-YSF3R2VO,Tech,178356.97,2.94,0,2018-09-07,Boston,MGR-BWFFDLH0
EMP-PP1A86F9,Sales,109912.31,4.66,0,2019-10-29,Boston,MGR-1UUPWLO1
EMP-MD4F9HG3,MARKETING,60919.74,3.8,0,2018-01-18,San Francisco,MGR-8WPCGMFK
EMP-NRMQYZ6Y,technology,,2.68,1,2019-02-24,Chicago,MGR-LDLV3NI2
EMP-1TOZHDV5,technology,286343.4183592297,2.34,0,2020-05-18,Boston,MGR-VLP2TS62
EMP-IEH5RJB3,Mktg,74916.54,1.74,1,2021-09-06,New York,MGR-5HC2SRB2
EMP-4I26E997,MARKETING,,4.64,0,2022-03-31,New York,MGR-REAIG7KZ
